id,model,disease,property,question,ground_truth,prompt,llm_answer
223,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),hasInheritancePattern,What is the inheritance pattern of Glycogen Storage Disease Type V (McArdle Disease)?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
What is the inheritance pattern of Glycogen Storage Disease Type V (McArdle Disease)?

=== ANSWER ===
","Based on the provided knowledge, Glucogang Storage Disaease Type V (McArdlle Disease) is inherited autosomal recessively."
224,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),treatedWith,How is Glycogen Storage Disease Type V (McArdle Disease) treated?,Avoidance of Strenuous Exercise,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
How is Glycogen Storage Disease Type V (McArdle Disease) treated?

=== ANSWER ===
","Based on the provided knowledge, the treatment for Glucose Storage Disease Type V (McArdle Disease) is avoidance of Streinuous Exercise, as this can cause accumulated metabolite (glucogen)."
225,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),hasDeficientEnzyme,Which enzyme is deficient in Glycogen Storage Disease Type V (McArdle Disease)?,Myophosphorylase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
Which enzyme is deficient in Glycogen Storage Disease Type V (McArdle Disease)?

=== ANSWER ===
","Based on the given knowledge, the enzyme responsible for deficiency in Glucogen Storage Disema Type V (McArdlle Disema) is Myophosphorylase."
226,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),hasSymptom,What symptoms are associated with Glycogen Storage Disease Type V (McArdle Disease)?,Exercise Intolerance; Myalgia,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
What symptoms are associated with Glycogen Storage Disease Type V (McArdle Disease)?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question is: Exercise intolerance, myalgia, auto-somal reciprocal, PYGM gene cause Glucogon Storage Disease Type V (McArdlle Disease)."
227,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),accumulatesMetabolite,Which metabolite accumulates in Glycogen Storage Disease Type V (McArdle Disease)?,Glycogen,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
Which metabolite accumulates in Glycogen Storage Disease Type V (McArdle Disease)?

=== ANSWER ===
","Based on the provided knowledge, the question is asking which metabolite accumulates in Glucose Phosphate Isomerase-Deficient Erythroid Cells due to the presence of McArdl Disease. Answer based on the given information: Myophylaxis."
228,tinyllama,Glycogen Storage Disease Type V (McArdle Disease),hasCausativeGene,Which gene causes Glycogen Storage Disease Type V (McArdle Disease)?,PYGM,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Glycogen Storage Disease Type V (McArdle Disease)
Treatment: Avoidance of Strenuous Exercise
Accumulated Metabolite: Glycogen
Deficient Enzyme: Myophosphorylase
Symptoms: Exercise Intolerance, Myalgia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PYGM

=== QUESTION ===
Which gene causes Glycogen Storage Disease Type V (McArdle Disease)?

=== ANSWER ===
","Based on the provided knowledge, the gene causing Glucogn Storage Disemae Type V (McArdle Disemae) is PYGM."
229,tinyllama,Zellweger Syndrome,hasInheritancePattern,What is the inheritance pattern of Zellweger Syndrome?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
What is the inheritance pattern of Zellweger Syndrome?

=== ANSWER ===
","The inheritance pattern of Zellweger Syndrome (aka Zellick's syndrome) is Autosomal Receessive, based on the provided knowledge."
230,tinyllama,Zellweger Syndrome,treatedWith,How is Zellweger Syndrome treated?,Supportive Care,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
How is Zellweger Syndrome treated?

=== ANSWER ===
","I do not have access to the latest medical research or treatment guidelines, so I can only provide you with information based on the provided knowledge. Based on the given statement, Zellweger syndrome is a type of rare disorder that primarily affects the digestive system and can result in severe symptoms such as craniofacial abnormalities, hypotoia, peroxiin-1, autosomal received inheritance pattern, autoosoal receessive inheritance pattern, and long-chain faety acids accumulation. The specific treatment for Zellweger syndrome depends on the severity of symptoms and individual patient's medical history. However, conventional treatments may include various dietary restrictions, lifestyle changes, medications, and surgical procedures aimed at reducing inflammation in the affected areas or restoring healthy digestive function."
231,tinyllama,Zellweger Syndrome,hasDeficientEnzyme,Which enzyme is deficient in Zellweger Syndrome?,Peroxin-1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
Which enzyme is deficient in Zellweger Syndrome?

=== ANSWER ===
",I don't know based on the provided knowledge.
232,tinyllama,Zellweger Syndrome,hasSymptom,What symptoms are associated with Zellweger Syndrome?,Craniofacial Abnormalities; Hypotonia,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
What symptoms are associated with Zellweger Syndrome?

=== ANSWER ===
","The given knowledge is insufficient for answering the question ""What symptoms are associated with Zellweger Syndrome?"""
233,tinyllama,Zellweger Syndrome,accumulatesMetabolite,Which metabolite accumulates in Zellweger Syndrome?,Very Long-Chain Fatty Acids,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
Which metabolite accumulates in Zellweger Syndrome?

=== ANSWER ===
",The correct answer is Very Long-Chain Fatty Acids.
234,tinyllama,Zellweger Syndrome,hasCausativeGene,Which gene causes Zellweger Syndrome?,PEX1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Zellweger Syndrome
Treatment: Supportive Care
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: Peroxin-1
Symptoms: Craniofacial Abnormalities, Hypotonia
Inheritance Pattern: Autosomal Recessive
Causative Gene: PEX1

=== QUESTION ===
Which gene causes Zellweger Syndrome?

=== ANSWER ===
","Based on the given knowledge, the answer to the question is ""Peroxiyn-1""."
235,tinyllama,X-Linked Adrenoleukodystrophy,hasInheritancePattern,What is the inheritance pattern of X-Linked Adrenoleukodystrophy?,X-Linked,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
What is the inheritance pattern of X-Linked Adrenoleukodystrophy?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question is X-Linked Adrenoleukodystrophy."
236,tinyllama,X-Linked Adrenoleukodystrophy,treatedWith,How is X-Linked Adrenoleukodystrophy treated?,Hematopoietic Stem Cell Transplant,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
How is X-Linked Adrenoleukodystrophy treated?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question ""How is X-Linked Adrenoleukodystrophy treated?"" is: Hematopoietic Stem Cell Transplant (HSCT) for adrenal insufficiency."
237,tinyllama,X-Linked Adrenoleukodystrophy,hasDeficientEnzyme,Which enzyme is deficient in X-Linked Adrenoleukodystrophy?,ALD Protein,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
Which enzyme is deficient in X-Linked Adrenoleukodystrophy?

=== ANSWER ===
","Answer: The answer is ""ALD Protein"""
238,tinyllama,X-Linked Adrenoleukodystrophy,hasSymptom,What symptoms are associated with X-Linked Adrenoleukodystrophy?,Adrenal Insufficiency; Demyelination,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
What symptoms are associated with X-Linked Adrenoleukodystrophy?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question is ""Symptooms: Adrenal Insufficiency, Demyelination""."
239,tinyllama,X-Linked Adrenoleukodystrophy,accumulatesMetabolite,Which metabolite accumulates in X-Linked Adrenoleukodystrophy?,Very Long-Chain Fatty Acids,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
Which metabolite accumulates in X-Linked Adrenoleukodystrophy?

=== ANSWER ===
","The answer to the question is ""Very Long-Chain Fatty Acids"" (VLCFA). This is a metabolite that accumulates in X-Linked Adrenoleukodystrophy, which is a disaese caused by mutations in ABCD1."
240,tinyllama,X-Linked Adrenoleukodystrophy,hasCausativeGene,Which gene causes X-Linked Adrenoleukodystrophy?,ABCD1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: X-Linked Adrenoleukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Very Long-Chain Fatty Acids
Deficient Enzyme: ALD Protein
Symptoms: Adrenal Insufficiency, Demyelination
Inheritance Pattern: X-Linked
Causative Gene: ABCD1

=== QUESTION ===
Which gene causes X-Linked Adrenoleukodystrophy?

=== ANSWER ===
",The gene causing X-Linked Adrenoleukodystrophy is ABCD1.
241,tinyllama,Refsum Disease,hasInheritancePattern,What is the inheritance pattern of Refsum Disease?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
What is the inheritance pattern of Refsum Disease?

=== ANSWER ===
",The inherited pattern of Refsum Disease is Autosomal Receessive.
242,tinyllama,Refsum Disease,treatedWith,How is Refsum Disease treated?,Dietary Phytanic Acid Restriction,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
How is Refsum Disease treated?

=== ANSWER ===
","Based on the provided knowledge, Refsum Disease (Disease of Summarin) is not treated through disease-specific therapies. However, it can be treated by avoiding or limiting certain foods, lifestyle changes, and medications that may interact with the disease. This includes avoiding excessive consumption of phytanolic acids (such as fats and oils) or dairy products, maintaining a healthy diet with balanced nutrients, and seeking medical advice if any other medical conditions exist."
243,tinyllama,Refsum Disease,hasDeficientEnzyme,Which enzyme is deficient in Refsum Disease?,Phytanoyl-CoA Hydroxylase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
Which enzyme is deficient in Refsum Disease?

=== ANSWER ===
",The enzyme Phytanoyl-CoA Hydroxylase (PHYH) is deficient in Refsum Disease.
244,tinyllama,Refsum Disease,hasSymptom,What symptoms are associated with Refsum Disease?,Peripheral Neuropathy; Retinitis Pigmentosa,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
What symptoms are associated with Refsum Disease?

=== ANSWER ===
",The answer is: Peripheral Neuropathy and Retinitis Pigmentosa.
245,tinyllama,Refsum Disease,accumulatesMetabolite,Which metabolite accumulates in Refsum Disease?,Phytanic Acid,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
Which metabolite accumulates in Refsum Disease?

=== ANSWER ===
","The answer is: Phytanoyl-CoA Hydroxylase. Based on the given knowledge, the question ""Which metabolite accumulates in Refsum Disease?"" does not make any sense and cannot be answered using the provided knowledge."
246,tinyllama,Refsum Disease,hasCausativeGene,Which gene causes Refsum Disease?,PHYH,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Refsum Disease
Treatment: Dietary Phytanic Acid Restriction
Accumulated Metabolite: Phytanic Acid
Deficient Enzyme: Phytanoyl-CoA Hydroxylase
Symptoms: Peripheral Neuropathy, Retinitis Pigmentosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: PHYH

=== QUESTION ===
Which gene causes Refsum Disease?

=== ANSWER ===
",The given knowledge is sufficient to answer the question. The gene causing Refsum Disease is not known based on the provided knowledge.
247,tinyllama,Wilson Disease,hasInheritancePattern,What is the inheritance pattern of Wilson Disease?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
What is the inheritance pattern of Wilson Disease?

=== ANSWER ===
",The answer to the question is: Autosomal Receessive.
248,tinyllama,Wilson Disease,treatedWith,How is Wilson Disease treated?,Penicillamine Therapy,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
How is Wilson Disease treated?

=== ANSWER ===
","The answer to the question regarding the treatment for Wilson Disease is based on the given knowledge. Wilson Disease is a rare disorder caused by a deficiency of copper in the body, which results in various symptoms and may require specific treatments. The available treatment options include medications such as Penicillamine Therapy or Copper-Transporting ATPase 2, while genetic testing is recommended for individuals with inherited forms of Wilson Disease to determine appropriate therapies based on their genotype."
249,tinyllama,Wilson Disease,hasDeficientEnzyme,Which enzyme is deficient in Wilson Disease?,Copper-Transporting ATPase 2,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
Which enzyme is deficient in Wilson Disease?

=== ANSWER ===
","The answer to the question ""Which enzyme is deficient in Wilson Disease?"" is Copper-Transporting ATPase 2."
250,tinyllama,Wilson Disease,hasSymptom,What symptoms are associated with Wilson Disease?,Hepatolenticular Degeneration; Kayser-Fleischer Rings,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
What symptoms are associated with Wilson Disease?

=== ANSWER ===
","The question asked is ""What symptoms are associated with Wilson Disease?"""
251,tinyllama,Wilson Disease,accumulatesMetabolite,Which metabolite accumulates in Wilson Disease?,Copper,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
Which metabolite accumulates in Wilson Disease?

=== ANSWER ===
","I don't have access to the available knowledge. However, based on the provided knowledge, the metabolite that accumulates in wilson disease is copper (iii)."
252,tinyllama,Wilson Disease,hasCausativeGene,Which gene causes Wilson Disease?,ATP7B,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Wilson Disease
Treatment: Penicillamine Therapy
Accumulated Metabolite: Copper
Deficient Enzyme: Copper-Transporting ATPase 2
Symptoms: Hepatolenticular Degeneration, Kayser-Fleischer Rings
Inheritance Pattern: Autosomal Recessive
Causative Gene: ATP7B

=== QUESTION ===
Which gene causes Wilson Disease?

=== ANSWER ===
",The answer is not present in the provided knowledge.
253,tinyllama,Menkes Disease,hasInheritancePattern,What is the inheritance pattern of Menkes Disease?,X-Linked,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
What is the inheritance pattern of Menkes Disease?

=== ANSWER ===
",The inheritance pattern of Menkes Disease is X-linked.
254,tinyllama,Menkes Disease,treatedWith,How is Menkes Disease treated?,Copper Histidine Injections,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
How is Menkes Disease treated?

=== ANSWER ===
","Based on the given knowledge, Menkes Disease is not currently treated with any specific therapy. It is only a form of disorder caused by a deficiency in one of the enzymes involved in its treatment. It does not have a defined treatment pattern or causative gene."
255,tinyllama,Menkes Disease,hasDeficientEnzyme,Which enzyme is deficient in Menkes Disease?,Copper-Transporting ATPase 1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
Which enzyme is deficient in Menkes Disease?

=== ANSWER ===
","Based on the provided knowledge, the question asks ""Which enzyme is deficient in Menkes Disease?"" Answer: Copper Histidiine Injections."
256,tinyllama,Menkes Disease,hasSymptom,What symptoms are associated with Menkes Disease?,Hair Abnormalities; Progressive Neurodegeneration,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
What symptoms are associated with Menkes Disease?

=== ANSWER ===
","The answer is: Haair Abnormalities, Progressive Neurodegeneraation."
257,tinyllama,Menkes Disease,accumulatesMetabolite,Which metabolite accumulates in Menkes Disease?,Copper (Deficient),"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
Which metabolite accumulates in Menkes Disease?

=== ANSWER ===
","The answer to the question is ""Copper (Deficient)"". Based on provided knowledge, Menkes Disease has a deficiency in copier-transporting ATPase 1 due to X-linked inheritance pattern. This disorder results in accumulation of the deficient enzyme in various tissues and organs leading to hairloss and progressive neurodegeneration."
